url	download_complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fpeople%2Fcurrent-students%2F	complete
sdcl.ics.uci.edu?p=921	complete
wics.ics.uci.edu/week-10-hour-of-code?afg16_page_id=1	complete
graphics.ics.uci.edu/publication.html	complete
cbcl.ics.uci.edu/doku.php?id=software:arem&do=backlink	complete
cml.ics.uci.edu/faculty	complete
www.ics.uci.edu/publications/r160.html	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2Fprojects%2Fhealth-care-iot%2Fmaternity-care%2F&format=xml	complete
www.ics.uci.edu/~dvk/pub/SIGIR08_dvk.html	complete
cml.ics.uci.edu/2012/07/2012_fellowships	complete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?share=twitter	complete
ngs.ics.uci.edu/bangalore-airport	complete
flamingo.ics.uci.edu/props	complete
ngs.ics.uci.edu/living-in-the-past-dangerous-for-present-and-future	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck/feed	complete
sli.ics.uci.edu/misc/cs179/pyGM_BayesNet.html	complete
grape.ics.uci.edu/wiki/asterix/wiki/stats170ab-2018?version=118	complete
www.ics.uci.edu/~dvk/pub/DASFAA07_dvk.html	complete
www.ics.uci.edu/publications/r157b.html	complete
sli.ics.uci.edu/Classes/2009S?action=download&upname=plotDemo.m	complete
www.ics.uci.edu/newsletter.html	complete
www.ics.uci.edu/ProgressionExample	complete
cwicsocal18.ics.uci.edu//maps.googleapis.com	complete
sli.ics.uci.edu/Classes/2015F-179?action=download&upname=L07-Variational.pdf	complete
wics.ics.uci.edu?attachment_id=3170	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=R03.pdf	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Ferik-trainer-defends-dissertation%2Fp1060279%2F	complete
ngs.ics.uci.edu/new-ilife-and-face-recognition	complete
www.ics.uci.edu/prospective/ko/student-life/diversity	complete
sdcl.ics.uci.edu/author/andre/page/10	complete
sdcl.ics.uci.edu/author/andre/page/11	complete
www.ics.uci.edu/Comparable.html	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcontact-us%2Ffaculty%2F	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_MidSoln.pdf	complete
wics.ics.uci.edu/events/2017-10-06?ical=1/	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-wk-7-summer-internship-panel%2F	complete
cert.ics.uci.edu/SAFIRE	incomplete
cml.ics.uci.edu/aiml/ml-reading-group	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHuvecH4k20me1StdAlnRep3.REF_chr19.bam	complete
cbcl.ics.uci.edu/doku.php/teaching	complete
ngs.ics.uci.edu/best-jobs-well-i-am-in-one/feed	complete
jgarcia.ics.uci.edu?page_id=42	complete
sdcl.ics.uci.edu/research/past-projects/lighthouse	complete
ngs.ics.uci.edu/southern-california-computer-vision-meetup	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fteacher%2F&format=xml	complete
duttgroup.ics.uci.edu/comments/feed	complete
cbcl.ics.uci.edu/doku.php?id=start	complete
www.ics.uci.edu/spotlight_cesarano.php	complete
ngs.ics.uci.edu/uploading-photos	complete
www.ics.uci.edu/~respond/net-status1	complete
www.ics.uci.edu/faculty/centers	complete
sli.ics.uci.edu/PmWiki/CustomWikiStyles?action=login	complete
www.ics.uci.edu/community/news	complete
wics.ics.uci.edu/wics-mock-interviews?share=twitter	complete
www.ics.uci.edu/personal.html	complete
sli.ics.uci.edu/misc/cs179/pyGM_DualDecomp.html	complete
emj.ics.uci.edu?p=388	complete
www.ics.uci.edu/employment/employ_distinguished.php	complete
sli.ics.uci.edu/Projects/Nonparametric?action=login	complete
www.ics.uci.edu/~lopes/teaching/cs221W15/index.html	complete
ngs.ics.uci.edu/language-and-the-eventweb/feed	complete
ngs.ics.uci.edu?p=1983	complete
sli.ics.uci.edu/Cookbook/CSVAction?action=edit	complete
swiki.ics.uci.edu/doku.php/announce:summer-2018?idx=software	complete
ngs.ics.uci.edu/representing-events/feed	complete
sli.ics.uci.edu/Classes/CSE181?action=download&upname=2009Expo_036.jpg	complete
cradl.ics.uci.edu/benjamin-koehne-defends-phd-topic-documenting-collaboration-strategies-employed-in-team-learning-in-the-context-of-virtual-worlds	complete
www.ics.uci.edu/prospective/ko/opportunities/entrepreneurship	complete
ngs.ics.uci.edu/education-in-india/feed	complete
honors.ics.uci.edu/other-research-and-honors-opportunities	complete
www.ics.uci.edu/Feb27_Bias_in_MachineLearning.txt	complete
www.ics.uci.edu/schedules/189.html	complete
sli.ics.uci.edu/Misc/RecentChanges	complete
duttgroup.ics.uci.edu/2017/11/12/iccad17	complete
duttgroup.ics.uci.edu/publications?limit=1&	complete
www.ics.uci.edu/prospective/ko/careers/job-opportunities	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Frligulous-religion-considered-extremely-harmful%2F&format=xml	complete
wics.ics.uci.edu/week-6-socal-gas-company	complete
ngs.ics.uci.edu?p=1363	complete
ngs.ics.uci.edu/search-and-recommendation	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F	complete
wics.ics.uci.edu/women-empowering-women-lunch-2018/feed	complete
wics.ics.uci.edu/wics-fall-quarter-week-3-wics-games/feed	complete
cml.ics.uci.edu?p=724	complete
wics.ics.uci.edu/events/2017-11-21?ical=1/	complete
wics.ics.uci.edu/recurse-center/feed	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?idx=hardware%3Amonitoring	complete
ngs.ics.uci.edu/more-experiences-in-china/feed	complete
grape.ics.uci.edu/wiki/asterix/wiki/TracGuide	complete
cradl.ics.uci.edu/oliver-yi-wang-advances-to-phd-candidacy-the-nature-of-research-into-collaboration-in-globally-distributed-teams-an-interdisciplinary-review	complete
ngs.ics.uci.edu/context-in-computer-vision/feed	complete
emj.ics.uci.edu/papers/neural-network-papers	complete
duttgroup.ics.uci.edu/2018/05/01/drg-spring-18-bbq/feed	complete
www.ics.uci.edu/spotlight_olson.php	complete
ngs.ics.uci.edu/in-21st-century	complete
sdcl.ics.uci.edu/2011/04/249/feed	complete
sli.ics.uci.edu/Site/SideBar?action=login	complete
sli.ics.uci.edu/PmWiki/Variables?action=login	complete
wics.ics.uci.edu/wics-littlebits-workshops?share=facebook	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2014%2F05%2Fmeet-the-sdcl-beowulf-cluster%2F	complete
www.ics.uci.edu/~lboyles	complete
www.ics.uci.edu/community/events/openhouse/gallery_08.html	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-1	complete
www.ics.uci.edu/graph	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-3	complete
ngs.ics.uci.edu/from-calendars-to-chronicles-2	complete
www.ics.uci.edu/prospective/en/uci/city-of-irvine	complete
wics.ics.uci.edu/event/week-5-mobile-and-web-architecture-workshop-w-the-portal	complete
cbcl.ics.uci.edu/doku.php?do=export_xhtml&id=software:arem	complete
sli.ics.uci.edu/Classes/2011W-178?action=download&upname=HW3.pdf	complete
www.ics.uci.edu/~stasio/winter04/handouts.html	complete
ngs.ics.uci.edu/back-after-a-long-break	complete
asterix.ics.uci.edu	complete
www.ics.uci.edu/directions.htm	complete
www.ics.uci.edu/publication.html	complete
wics.ics.uci.edu/event/week-1-general-meeting-mentorship-program?ical=1	complete
flamingo.ics.uci.edu/releases/3.0	complete
cloudberry.ics.uci.edu/xmlrpc.php	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fsoftware%2F&format=xml	complete
www.ics.uci.edu/~stasio/winter04/ics280.html	complete
sli.ics.uci.edu/Group/Johutchi	complete
www.ics.uci.edu/~ahmadia	complete
ngs.ics.uci.edu/micrsoft-in-enterprise-search	complete
www.ics.uci.edu/GradPolicies_ComprehensiveExam.php	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fopportunities%2F	complete
ngs.ics.uci.edu?p=1068	complete
ngs.ics.uci.edu?p=1065	complete
ngs.ics.uci.edu?p=1066	complete
ngs.ics.uci.edu?p=1061	complete
www.ics.uci.edu/~marymr	complete
ngs.ics.uci.edu?p=1063	complete
ngs.ics.uci.edu?p=1062	complete
ngs.ics.uci.edu/medical-tourism-and-medical-care-in-india/feed	complete
sdcl.ics.uci.edu/contact/feed	complete
ngs.ics.uci.edu/ignorance-of-crowds/feed	complete
wics.ics.uci.edu/week-2-broadcom-info-session	complete
graphics.ics.uci.edu/drupal/node/22	complete
ngs.ics.uci.edu/photo-taking-behaviour-teens-of-photography	complete
wics.ics.uci.edu/event/martin-luther-king-day-2?ical=1	complete
www.ics.uci.edu/~jain	complete
www.ics.uci.edu/Jan16th_MachineLearning.txt	complete
ngs.ics.uci.edu/a-japanese-view-on-the-japneses-crisis/feed	complete
sli.ics.uci.edu/Classes/2012S-274b?action=download&upname=HW1soln.pdf	complete
www.ics.uci.edu/community/scholarships/index.php	complete
www.ics.uci.edu/~yamingy/bayesD_demo1.r	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-swe-hosts-women-in-consulting-with-capgemini%2F&format=xml	complete
wics.ics.uci.edu/events/2019-01-09	complete
wics.ics.uci.edu/fall-quarter-2016-week-6-facebook-diversity-panel?share=facebook	complete
wics.ics.uci.edu/powerpoint-slides	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_HW4soln.m	complete
www.ics.uci.edu/~babaks	complete
emj.ics.uci.edu/papers/calculational-papers/feed	complete
www.ics.uci.edu/rickl-students.html	complete
ngs.ics.uci.edu?p=769	complete
wics.ics.uci.edu/2nd-post	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneH1hescH3k4me2StdAlnRep1.REF_chr19.bam	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2013%2F10%2Fcrowdconf-2013%2F	complete
wics.ics.uci.edu/wics-fall-quarter-week-10-wics-potluck?share=facebook	complete
motifmap.ics.uci.edu	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=uai08.ps	complete
wics.ics.uci.edu/aspireit-2018?share=facebook	complete
www.ics.uci.edu/spotlight_butterworth.php	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/KidneyData.txt	complete
jgarcia.ics.uci.edu?page_id=475	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/VentilationData-Exercise-10-15.txt	complete
www.ics.uci.edu/~xhx/index.html	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2017%2F11%2F12%2Ficcad17%2F	complete
ngs.ics.uci.edu/3-d-fax	complete
cwicsocal18.ics.uci.edu/faq	complete
grape.ics.uci.edu/data	complete
cbcl.ics.uci.edu/doku.php/software?do=login&sectok=	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=marios	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fintriguing-observation-about-singapore%2F&format=xml	complete
www.ics.uci.edu/~ihler/bio.php	complete
emj.ics.uci.edu/papers/modeling-frameworks-papers/feed	complete
www.ics.uci.edu/prospective/en/degrees/computer-game-science	complete
sdcl.ics.uci.edu?p=1859	complete
www.ics.uci.edu/~shengyuj	complete
wics.ics.uci.edu/events/2018-01-11?ical=1/	complete
sli.ics.uci.edu/PmWiki/ConditionalMarkup	complete
ngs.ics.uci.edu/long-tail-is-not-so-big/feed	complete
cbcl.ics.uci.edu/feed.php?mode=list&ns=software	complete
ngs.ics.uci.edu/connection-among-events	complete
cbcl.ics.uci.edu/doku.php/start?do=resendpwd	complete
www.ics.uci.edu/%7etheory	complete
ngs.ics.uci.edu/wp-includes/wlwmanifest.xml	complete
sli.ics.uci.edu/Classes/2013S-77B?action=download&upname=HW5.pdf	complete
www.ics.uci.edu/SPIE_2013.bib	complete
wics.ics.uci.edu/food-and-fun-with-wics?afg25_page_id=1	complete
wics.ics.uci.edu/food-and-fun-with-wics?afg25_page_id=2	complete
wics.ics.uci.edu/event/project-meeting-2	incomplete
sli.ics.uci.edu/Classes/2016W-178?action=download&upname=21_cluster.pdf	complete
ngs.ics.uci.edu/metamorphosis-of-india/feed	complete
www.ics.uci.edu/publications/r67.html	complete
www.ics.uci.edu/prospective/ko/uci/campus	complete
ngs.ics.uci.edu/to-brazil-thinking-computer-vision-in-developing-countries/feed	complete
wics.ics.uci.edu/event/presidents-day-2?ical=1	complete
sli.ics.uci.edu/Site/ListAllPages	complete
graphics.ics.uci.edu/I3D2012	complete
wics.ics.uci.edu/wics-resume-workshop?afg59_page_id=2	complete
ngs.ics.uci.edu/frustration-or-strategy/feed	complete
sli.ics.uci.edu/PmWiki/LayoutVariables	complete
sli.ics.uci.edu/Classes/2012W-178?action=download&upname=L18.pdf	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz/13-02-03-toy-hacker-013	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhlfH3k27acStdAlnRep1.REF_chr19.bam	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz/13-02-03-toy-hacker-011	complete
cbcl.ics.uci.edu/doku.php/data?do=export_raw	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz/13-02-03-toy-hacker-016	complete
ngs.ics.uci.edu/back-and-in-the-middle-of-action	complete
emj.ics.uci.edu?p=354	complete
cml.ics.uci.edu/2011/09/2011_smythkdd	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/quick-start	complete
futurehealth.ics.uci.edu/gehealthcarecamdengroup.com	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2Fporchlight%2F	complete
sli.ics.uci.edu/Pubs/Pubs?action=login	complete
cbcl.ics.uci.edu/doku.php/publications?do=export_xhtml	complete
www.ics.uci.edu/~nicolau	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fextreme-stories-11%2F&format=xml	complete
cml.ics.uci.edu?p=532	complete
cml.ics.uci.edu?p=530	complete
wics.ics.uci.edu/wics-2018-bytes-of-code?share=google-plus-1	complete
support.ics.uci.edu/ics.system	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhekCtcfStdAlnRep3.REF_chr19.bam	complete
wics.ics.uci.edu/wics-first-general-spring-quarter-meeting?share=google-plus-1	complete
www.ics.uci.edu/%7Eisaac	complete
www.ics.uci.edu/%7Emagda/ics167.html	complete
ngs.ics.uci.edu/china-and-india	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fprogram%2Fevents%2F&format=xml	complete
swiki.ics.uci.edu/doku.php/announce:fall-2018?idx=hardware%3Amonitoring	complete
seal.ics.uci.edu/projects/armour/index.html	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcareer%2Finterviewing%2F	complete
sdcl.ics.uci.edu/research/past-projects/crowd-development	complete
www.ics.uci.edu/~stasio/Papers/cjkt04-abs.html	complete
www.ics.uci.edu/publications/r142.html	complete
www.ics.uci.edu/realestate_wls.R	complete
sli.ics.uci.edu/PmWiki/RecentChanges?action=login	complete
wics.ics.uci.edu/2017/03	incomplete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2012%2F02%2Fcalico-demo-available%2F	complete
www.ics.uci.edu/publications/r91.html	complete
www.ics.uci.edu/%7Egts	complete
wics.ics.uci.edu/ics-career-panel/feed	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2Fhome%2Fabout-us%2F	complete
ngs.ics.uci.edu/social-networks-for-art-enthusiasts	complete
archive.ics.uci.edu/citation_policy.html	complete
www.ics.uci.edu/publications/r146.html	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-2-mentorship-mixer%2F&format=xml	complete
cml.ics.uci.edu/2009/10/2009_li2009	complete
www.ics.uci.edu/~wjohnson/BIDA/AppendixC/RcodeAppendix.txt	complete
www.ics.uci.edu/~goodrich/presenting.html	complete
wics.ics.uci.edu/studying-with-wics?afg28_page_id=1	complete
elms.ics.uci.edu	complete
www.ics.uci.edu/centers/index.php	complete
cbcl.ics.uci.edu/doku.php?do=export_xhtml&id=software	complete
www.ics.uci.edu/~jain/papers	complete
www.ics.uci.edu/community/news/view_news.php?id=1429	complete
www.ics.uci.edu/related.html	complete
wics.ics.uci.edu?p=2280	complete
www.ics.uci.edu/250P/index.html	complete
www.ics.uci.edu/publications/r188.html	complete
www.ics.uci.edu/publications/r107.html	complete
sli.ics.uci.edu/PmWiki/SecurityVariables?action=login	complete
www.ics.uci.edu/community/news/view_news.php?id=1427	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneH1hescH3k27acStdAlnRep2.REF_chr19.bam	complete
sli.ics.uci.edu/Pubs/Pubs?action=download&upname=ssp05.pdf	complete
sli.ics.uci.edu/PmWiki/Search	complete
www.ics.uci.edu/community/news/view_news.php?id=1426	complete
sli.ics.uci.edu/Profiles/Test?action=edit	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fnext-generation-search-course%2F	complete
sli.ics.uci.edu/Classes/2014W-178	complete
www.ics.uci.edu/COMPPC/comppc.htm	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHsmmH3k27me3StdAlnRep2.REF_chr19.bam	complete
grape.ics.uci.edu/svn/public	complete
www.ics.uci.edu/community/news/view_news.php?id=1424	complete
www.ics.uci.edu/~dechter/publications.html	complete
cml.ics.uci.edu/2015/03/spring-2015	complete
www.ics.uci.edu/officehrs	complete
www.ics.uci.edu/files/zImage_paapi	complete
www.ics.uci.edu/community/news/view_news.php?id=1422	complete
www.ics.uci.edu/community/news/view_news.php?id=1393	complete
www.ics.uci.edu/grad/financial/index.php	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcareer%2Finterviewing%2F&format=xml	complete
www.ics.uci.edu/community/news/view_news.php?id=1420	complete
www.ics.uci.edu/prospective/zh-tw/uci/campus	complete
tutors.ics.uci.edu/index.php/tutor-resources/81-cpp-resources/122-cpp-ref-pointer-operators	complete
sli.ics.uci.edu/Classes/2011W-178?action=download&upname=HW2.pdf	complete
grape.ics.uci.edu/wiki/asterix/prefs/keybindings	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2017%2F11%2Fphd-students-win-best-poster-awards%2F	complete
wics.ics.uci.edu/awards-and-accomplishments	complete
cbcl.ics.uci.edu/lib/exe/css.php?t=centered-cbcl&tseed=b2d22e40d8432f9a51d287dc38bdd86a	complete
transformativeplay.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftransformativeplay.ics.uci.edu%2Fjoshua-tanenbaum%2F	complete
ngs.ics.uci.edu/gesture-based-image-navigation	complete
www.ics.uci.edu/publications/r98.html	complete
ngs.ics.uci.edu/cyber-and-real-cybereal	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch5/SampleSizeProportions.txt	complete
www.ics.uci.edu/computing/services/snapshot.php	complete
www.ics.uci.edu/%7Ekobsa/courses/INF231/16F/syllabus.htm	complete
wics.ics.uci.edu?p=1736	complete
wics.ics.uci.edu?p=1730	complete
www.ics.uci.edu/notes_2014.php	complete
sdcl.ics.uci.edu/papers/dissertations/feed	complete
ngs.ics.uci.edu/tag/augmented-reality	complete
www.ics.uci.edu/~goodrich/teach/index.html	complete
www.ics.uci.edu/EMBC_talk_2014.pps	complete
www.ics.uci.edu/~hinaa	complete
www.ics.uci.edu/publications/r183.html	complete
www.ics.uci.edu/~nmangano/Nicolas_Mangano_%40_UCI/Info.html	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2008%2F09%2F2008_speakerseries0809%2F	complete
ngs.ics.uci.edu/frustration-or-strategy	complete
duttgroup.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fduttgroup.ics.uci.edu%2F2018%2F09%2F25%2Ffall18-kick-off-and-welcome-bbq-party%2F	complete
grape.ics.uci.edu/wiki/asterix/about	complete
sli.ics.uci.edu/Projects/Sensor?action=login	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2012%2F11%2Faffinity-diagramming%2F	complete
mcs.ics.uci.edu//s.w.org	complete
www.ics.uci.edu/%7Ekobsa/courses/INF132/16S/syllabus.htm	complete
cbcl.ics.uci.edu/doku.php?id=software:arem&do=	complete
duttgroup.ics.uci.edu//cdn.jsdelivr.net	complete
www.ics.uci.edu/MJCarey_Prior_Research_Funding.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fa-japanese-view-on-the-japneses-crisis%2F	complete
sli.ics.uci.edu/PmWiki/WikiFarmTerminology	complete
www.ics.uci.edu/~xhx/publications/arem_recomb.pdf"	complete
www.ics.uci.edu/faculty/highlights	complete
sli.ics.uci.edu/PmWiki/GroupHeader	complete
mcs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmcs.ics.uci.edu%2Fcareer%2Ffinding-a-job-internship%2F	complete
mswe.ics.uci.edu/feed	complete
wics.ics.uci.edu/wics-winter-quarter-week-2-interview-prep-workshop	complete
mcs.ics.uci.edu?p=695	complete
grape.ics.uci.edu/wiki/asterix/timeline?from=2018-02-21T16%3A04%3A50-08%3A00&precision=second	complete
ngs.ics.uci.edu/12-computer-down-from-100/feed	complete
www.ics.uci.edu/prospective/ko/degrees/business-information-management	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2011%2F08%2Fdistributed-collaboration-grant%2F	complete
www.ics.uci.edu/faq.html	complete
wics.ics.uci.edu/wics-mentorship-program/feed	complete
swiki.ics.uci.edu/doku.php/projects:maint-summer-2018?do=index	complete
www.ics.uci.edu/courses/CS175	complete
cbcl.ics.uci.edu/doku.php?id=start&do=recent	complete
wics.ics.uci.edu/brownie-troops-computer-expert-badge?share=twitter	complete
cml.ics.uci.edu/courses/feed	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fpublications%2F&format=xml	complete
cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start?do=recent	incomplete
cbcl.ics.uci.edu/doku.php?id=data&do=	complete
www.ics.uci.edu/~isaac	complete
sdcl.ics.uci.edu/2011/08/nsf-grant-for-calico	complete
www.ics.uci.edu/honors_program.php	complete
ngs.ics.uci.edu/indian-weddings/feed	complete
www.ics.uci.edu/~kkask/Spring-2018 CS273P/Demos/Intro_Tutorial.html	complete
sli.ics.uci.edu/Classes/2013F-273a?action=download&upname=07-nnet.pdf	complete
sli.ics.uci.edu/Site/GroupAttributes	complete
wics.ics.uci.edu?p=3644	complete
www.ics.uci.edu/%7elab/lab_schedule	complete
wics.ics.uci.edu/wics-hosts-a-toy-hacking-workshop	complete
wics.ics.uci.edu/winter-quarter-2017-week-6-study-session	complete
www.ics.uci.edu/~lopes/teaching/cs221W14/index.html	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2F2011%2F08%2Fnsf-grant-for-calico%2F&format=xml	complete
sdcl.ics.uci.edu/2014/03/marian-petre-visit-3	complete
cradl.ics.uci.edu?p=420	complete
cradl.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcradl.ics.uci.edu%2Fpeople%2Ferik-trainer%2F	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHsmmH3k4me1StdAlnRep2.REF_chr19.bam	complete
wics.ics.uci.edu/wics-fall-quarter-week-0-anteater-involvement-fair	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-first-general-meeting%2F	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhlfH3k27me3StdAlnRep2.REF_chr19.bam	complete
cbcl.ics.uci.edu/doku.php/publications?do=backlink	complete
www.ics.uci.edu/turnitin.com_guidelines_files/plagiarism-don_t_do_it_.html	complete
sli.ics.uci.edu/PmWiki/SitePreferences	complete
cbcl.ics.uci.edu/shilab	complete
swiki.ics.uci.edu/doku.php/announce:fall-2018?do=index	complete
ngs.ics.uci.edu/technology-and-auto-industry/feed	complete
www.ics.uci.edu/software.shtml	complete
cwicsocal18.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcwicsocal18.ics.uci.edu%2Fsponsors%2Fsponsor-information%2F	complete
www.ics.uci.edu/publications/r220.html	incomplete
grape.ics.uci.edu/wiki/asterix/wiki/TracAccessibility	complete
www.ics.uci.edu/alumni/index.php	complete
www.ics.uci.edu/highlights/index.php	complete
ngs.ics.uci.edu/outsourcing-to-estonia	incomplete
ngs.ics.uci.edu/begaluru-trip	complete
sdcl.ics.uci.edu/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsdcl.ics.uci.edu%2Fresearch%2Fpast-projects%2Flighthouse%2F	complete
www.ics.uci.edu/publications/r44a.html	complete
www.ics.uci.edu/~anamakis	complete
cbcl.ics.uci.edu/doku.php/software/arem	complete
sli.ics.uci.edu/PmWiki/CreatingNewPages?action=login	complete
sli.ics.uci.edu/Classes/2011S-274a?action=download&upname=CS274a_L19.pdf	complete
transformativeplay.ics.uci.edu/magia-transformo	complete
www.ics.uci.edu/publications/r83.html	complete
wics.ics.uci.edu/winter-quarter-2017-mock-technical-interviews-prep-workshop?share=facebook	incomplete
www.ics.uci.edu/~sjiang4	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-wk-7-summer-internship-panel%2F&format=xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffirst-project-meeting-by-wics%2F	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneNhlfH4k20me1StdAlnRep2.REF_chr19.bam	complete
jgarcia.ics.uci.edu?page_id=295	complete
www.ics.uci.edu/winter_finals.php	complete
psearch.ics.uci.edu/about.html	complete
cbcl.ics.uci.edu/wgEncodeBroadHistoneHepg2CtcfStdAlnRep1.REF_chr19.bam	complete
www.ics.uci.edu/community/news/press/view_press?id=138	complete
wics.ics.uci.edu/2015/05	incomplete
